1.226,1.507,1
1.565,2.338,1
1.686,2.074,1
1.572,1.905,0
1.455,2.016,0
1.732,2.04,0
1.623,2.165,1
1.119,1.243,0
1.571,1.947,1
1.64,2.177,1
1.381,1.763,0
1.286,1.532,1
1.709,2.201,1
1.539,2.164,1
1.593,2.04,1
1.662,2.073,1
1.685,2.064,1
1.283,1.61,0
1.231,1.781,0
1.182,1.671,0
1.395,2.177,0
1.27,1.822,0
1.138,1.626,1
1.32,1.807,1
